content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
2.41738E+18,"""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise","Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways","A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Taking Microservices Home - NGINX,Stop Trying to Monetize Your Data - Built to Adapt,"Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers"
2.42438E+18,Microsoft and University of Washington researchers set record for DNA storage - Next at Microsoft,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,Return of incandescent light bulbs as MIT makes them more efficient than LEDs,Qualcomm Snapdragon 820 Deep Learning SDK Nudges Local Neural Nets Closer To Mainstream,"Introducing a new developer show ""Machine Learning: Recipes for New Developers""",Why Deep Learning Is Suddenly Changing Your Life
2.42926E+18,Google's Hangouts still has a future: as an enterprise communication app,"Building Chatbots with Node.js - Online Training - July 13 & 14, 2016",Google isn't abandoning Hangouts for its new chat apps,"Cheap, Rugged Sweat-Sensing Skin Patch Hints at Bloodless Testing",Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,Touch (TV Series 2012-2013)
2.4343E+18,UX - Como identificar o comportamento do usuário? - Tableless,Facebook adds Windows 10 UWP support for making React Native-based apps,Me an' Algernon,BrasilART - Efeito Paralax e Câmera Multiplano | Facebook,How to make Multi-Layered Parallax Illustration with CSS & Javascript,New Asia Trend Briefing from TrendWatching | ASIAN DATA DOMINANCE
2.43502E+18,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic,Dries Buytaert,7. What's in this for me?,Dries Buytaert,Moving the Drupal 8 workflow initiative along,3. The case for Drupal and SaaS
2.43611E+18,[Webinar] API RESTful Mercado Livre,[Course] Gamification - University of Pennsylvania | Coursera,"[Tools] Free Business Video Conference with Screen Sharing, Permanent Room",[Books] Biblioteca FIXE: Sugestões de Leitura,Inteligência artificial do Google é capaz de fazer leitura labial | Google Discovery,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday
2.43824E+18,Jira - A Necessary Evil?,7 Ways Meditation Can Actually Change The Brain,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela","Windows 10 Mobile news recap: Nadella teases ""ultimate"" device, Surface Phone spec rumors and more | On MSFT","Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",Fintechs: elas podem dominar o setor financeiro?
2.44156E+18,Google tag manager Workspaces - Como funciona?,9 Rules of Open-Office Etiquette,Vivo cria laboratório de dados para impulsionar uso de Big Data,Inteligência Analítica: como a Disney utiliza Analytics - Metanalytics,Gestão de Dados: 10 questões básicas sobre seu uso,Alphabet testará drones de entrega nos Estados Unidos
2.45794E+18,Nashorn: JavaScript made great in Java 8,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption",Google Cloud and Autodesk enable 10x improvement in media rendering efficiency,From fine wine to lotteries: Blockchain tech takes off - BBC News,Shutter Island (2010),Search API
2.46801E+18,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,Machine Learning Is No Longer Just for Experts,Services | RaRe Technologies,TPOT: A Python tool for automating data science,Google's Cloud Machine Learning service is now in public beta,Algorithms and architecture for job recommendations
2.47059E+18,University of Washington partners with Disney to develop cheap touch-sensitive paper - GeekWire,The Man Selling Shovels in the Machine-Learning Gold Rush,Google believes its superior AI will be the key to its future,98 personal data points that Facebook uses to target ads to you,How to write a hypothesis,"contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
2.47488E+18,Communication Within an Android App With EventBus,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.,Android Fundamentals: IntentService Basics,"contentId
3884256359744615997    So, You Want A Table, Huh?
3884256359744615997    So, You Want A Table, Huh?
Name: title, dtype: object",Communication Within an Android App With EventBus,What Software Engineers Earn Compared to the General Population
2.48057E+18,Git for Windows accidentally creates NTFS alternate data streams,USB-C and Lightning headphones,To bot or not to bot,Alecrim/AlecrimCoreData,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",NES Classic Edition Coming This November
2.49591E+18,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,StrictMode for Runtime Analysis on Android - Google Developers,Android development: What I wish I had known earlier - balpha.de,"Fresco, sim! - Android Dev BR",Announcing updates to Google's Internet of Things platform: Android Things and Weave,Voronoi Diagrams on the GPU
2.50538E+18,"""Logout"" is not a verb",Second Gravitational Wave Detected at LIGO,"contentId
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
Name: title, dtype: object",Coca-cola traz ao Brasil sabores cereja e baunilha,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,4K movies come to the Google Play Movies & TV app
2.50862E+18,Using DiffUtil in Android RecyclerView,Testes unitários vs aceitação - Android Dev BR,"ConstraintLayout, Inside and Out: Part 1",Optimizing the Performance of Vector Drawables - upday devs,Listas com RecyclerView - Android Dev BR,Firebase Test Lab for Android
2.51372E+18,[Webinar] PMI | Project Management Institute,[Tools] XMind Plus - Last Chance for students' 1$ gift,[Framework] Lean IT Governance,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Dasa compra rede de laboratórios SalomãoZoppi
2.51587E+18,Woolworths,Cover-More to raise $73.3 million to buy Travelex insurance unit,Capturing China's $5 trillion productivity opportunity,Neoliberalismo a ideologia na raiz de todos os nossos problemas,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform
2.5187E+18,Google Now Posting Full OTA Images For Nexus Devices Alongside Factory Images,Senado lança enquete para saber se você é contra ou a favor a franquia de dados para internet fixa,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,University of Washington partners with Disney to develop cheap touch-sensitive paper - GeekWire,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos
2.53145E+18,"Where, how much, and how: Answering the hardest questions of resource allocation",Management theory is becoming a compendium of dead ideas,"Where, how much, and how: Answering the hardest questions of resource allocation",America's allies are preparing for a bumpy ride,Tailoring your integration approach to specific deals,Speed for simplicity: An interview with Lenovo's Gerry Smith
2.5415E+18,In defense of the Uber-ization of everything,The Real Product Market Fit,Martech and ad tech convergence: myth or reality?,Uber lança serviço de helicóptero em SP com preços a partir de R$66 - IDG Now!,77 Startups Powering The Future Of Farming And Agribusiness,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas"
2.54331E+18,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Understanding IP Addresses, Subnets, and CIDR Notation for Networking",AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),Achievement Unlocked : AWS Certified Solutions Architect Professional,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing
2.54666E+18,A new Facebook chatbot could help you find your next job - Digiday,How Pinterest Uses Machine Learning To Keep Its Users Pinned,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Apache Spark 2.0 Preview: Machine Learning Model Persistence,Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,Building immutable entities into Google Cloud Datastore
2.54673E+18,Microsoft and HackerRank bring executable code snippets to Bing's search results pages,French Senate Will Debate on Bitcoin Regulation,Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers,How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,"contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object"
2.55152E+18,What Business Leaders Should Know About Swift,Soylent's new drink will replace your breakfast and morning coffee,"ConstraintLayout, Inside and Out: Part 1",Using DiffUtil in Android RecyclerView,"Xiaomi will play an exciting part at Google I/O, apparently",Programação Reativa Funcional com RxJava
2.55598E+18,The Definitive Guide to Database Version Control,What's the Version of my Deployed Application? - DZone DevOps,"Webinário gratuito ""Como analisar um AWR Report""",Google segue Microsoft e lança ferramenta analítica grátis,NoSQL Performance Benchmarks,Learning How to Learn: The Most Important Developer Skill - Free Code Camp
2.57266E+18,Now sites can fingerprint you online even when you use multiple browsers,Now sites can fingerprint you online even when you use multiple browsers,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product",Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,Announcing .NET Core 1.0,"Microservices Reference Architecture, Part 4 -12‑Factor App"
2.57325E+18,[Security] How to Set Expiration Dates for Shared Google Drive Files,Capturing China's $5 trillion productivity opportunity,Cover-More to raise $73.3 million to buy Travelex insurance unit,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,Neoliberalismo a ideologia na raiz de todos os nossos problemas
2.58114E+18,10 Modern Software Over-Engineering Mistakes,"What do you mean by ""Event-Driven""?","Microservices Reference Architecture, Part 4 -12‑Factor App","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all",The Broken Window Theory,"contentId
-2377881752614744441    Certeza que devemos marcar uma reunião?
-2377881752614744441    Certeza que devemos marcar uma reunião?
Name: title, dtype: object"
2.58638E+18,Auka brings Google Cloud-powered banking to Europe,Conversational Banking; from branches to bots. - Chatbots Magazine,Why your wallet is becoming the next platform,3Dprintler lets you order a 3D print via chatbot,"Amazon looking to buy Capital One? "" Banking Technology","LendingRobot Lets You Monitor Your Portfolio Performance On Prosper, Lending Club, And Funding Circle"
2.58953E+18,6 reasons why I like KeystoneML,Probabilistic Programming,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Machine Learning Is No Longer Just for Experts,Services | RaRe Technologies,Google's Cloud Machine Learning service is now in public beta
2.59801E+18,Humans Can Still Do One Thing Better Than AI,Using artificial intelligence to revolutionize diabetes treatment,How Inflation Is Stealing Your Money: Can Cryptocurrency Solve Inflation on a Global Scale?,13 Game-changing Artificial Intelligence Startups,Meet the man behind the rise of bots and our AI-driven future,New blog from Dries: How should you decouple Drupal?
